;id;;TipoEmpresa;;Empresa;;pais;
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';391d6e11-d566-07fe-aeda-438dfb5a9a5a;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';912be22c-c54f-1a32-4057-438dfb5574c0;',';Distribution;',';Communications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';dd28e11e-db7f-ffe0-d6e7-438dfb1adce2;',';Supply;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';191db721-4fb7-9a81-3a97-438dfbabdcca;',';Supply;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';58a9b8fd-972b-dd40-72fe-438dfbdd00cf;',';Supply;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';88e66abc-394e-4d0d-77c4-438dfb3b182d;',';Supply;',';Electronics;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d1bbf5c1-4c4e-b625-4cfc-438dfb623284;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';412850a2-6620-056b-3a1c-438dfbaddca9;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';8d39787d-9fe3-5566-b19b-438dfb80bd18;',';Supply;',';Engineering;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ca3c55ee-b53c-f2b2-84e7-438dfb0c8d0c;',';Supply;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';62a10f63-f686-2144-15ac-438dfbead4e8;',';Manufacturing;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';43859232-da58-37c0-179b-438dfbdfa7d4;',';Consulting;',';Transportation;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';90c164b4-f97d-611f-6846-438dfbe89579;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';cfdf028a-db96-990d-3366-438dfb009b2b;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1a26322a-9d2e-13b9-edbd-438dfbdfd6c3;',';Distribution;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';5b9936b0-c7c4-0429-bab3-438dfbf4127a;',';Distribution;',';Engineering;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a7df6541-fb86-851e-c556-438dfbffa507;',';Supply;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e65b04ee-2054-ba82-f056-438dfb5fe583;',';Supply;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';3d82526a-12c1-e7eb-ff5a-438dfb9a0629;',';Supply;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';705a8f06-80bf-e78d-8582-438dfb58ec6a;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';af9c9eae-cfca-0408-c4f2-438dfb55cd6b;',';Manufacturing;',';Machinery;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';df919b50-360a-55f5-6f51-438dfb61a3ac;',';Supply;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';37091701-70fe-f2c1-dc2c-438dfb343ec7;',';Consulting;',';Construction;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';69aeff99-9dc1-cf5e-5779-438dfb158510;',';Supply;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';b6263370-2b26-8342-4c87-438dfbf377b4;',';Consulting;',';Construction;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';8740019a-9ecc-2677-dbde-438dfb926b5d;',';Manufacturing;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';307f2672-8234-c472-39de-438dfb0be0c0;',';Distribution;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';636d2d7c-fcec-c46a-5aaa-438dfb56c263;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';939e5fc5-2c88-2dc4-65fa-438dfbaaebd7;',';Supply;',';Engineering;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d2700f13-40f4-fa17-c102-438dfb8eb5fb;',';Distribution;',';Communications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1d176643-bb13-0844-e661-438dfbdeeee9;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4d4c92dd-bc58-f5c2-c506-438dfb7d4aa7;',';Supply;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c157e248-0269-e45d-ce5a-438dfbb14bbf;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';f19298b8-0362-dd24-7cd1-438dfb8403b7;',';Consulting;',';Machinery;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4c92556d-a6b7-3fc2-8318-438dfbed4088;',';Manufacturing;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';9d8a587a-f26d-a658-2757-438dfb8d237a;',';Supply;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';dced35ed-f75f-5e3e-dedb-438dfbe4f662;',';Supply;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';280cf96b-2ef7-a0e2-9ab9-438dfb06bd21;',';Manufacturing;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';6aa8e39e-3814-a431-1d7a-438dfb051697;',';Consulting;',';Telecommunications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';aa65a929-1b0f-5205-f01d-438dfbabde1f;',';Supply;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ef3e5cbd-082e-12a9-b6b3-438dfb549e04;',';Manufacturing;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4aa6de52-213e-66a8-a9ef-438dfbe96c48;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7d4ff985-e769-bde9-54a0-438dfbe394fc;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';bdb03d9e-227d-740c-2453-438dfb39ede5;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';95da0641-a17b-2468-6737-438dfb77838f;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';49cd8ee8-2e63-ccc6-dd57-438dfb23cf46;',';Consulting;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';8c800256-b9ab-a248-e02d-438dfbd84b4d;',';Consulting;',';Engineering;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e4282cb7-d56c-84e1-9a0a-438dfb324698;',';Supply;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';30530ae1-f3c5-51c9-6bb5-438dfbf62530;',';Manufacturing;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';630977b0-f0a1-66db-a51c-438dfb6d313e;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a39a808f-5cb3-4fa1-2d14-438dfb97989f;',';Manufacturing;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e4bb31e7-68c8-772c-5580-438dfbf622ca;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';20ad4cbc-4aac-69b7-27ae-438dfbaeadaa;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';64502d84-68d6-ce4d-623a-438dfbb101e9;',';Supply;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';94506f88-0bce-f500-e91b-438dfbe09d5f;',';Distribution;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c475e259-7fe9-ced2-f61e-438dfbd84283;',';Supply;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';3315c5b9-9f44-b13d-4d3b-438dfbe40400;',';Consulting;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';65d977a9-17fe-c0fa-cc57-438dfb92ee04;',';Supply;',';Telecommunications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c9c19848-f085-7289-cff0-438dfb5659f1;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';18de4a65-6937-d606-bf3e-438dfbdc97bf;',';Distribution;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';5e1adbb5-73de-84e8-26d6-438dfbbe13ac;',';Consulting;',';Construction;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a0b1e6ca-bb6b-5303-162b-438dfb6373d7;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d1c8692a-5f60-1701-28b1-438dfb4a89c1;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';31d5cda5-dbe3-02ac-0040-438dfb087ca2;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';64f5db21-f2f2-bf69-83b7-438dfb107f3a;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';9536b4e9-efc3-f6dc-4b08-438dfb49736d;',';Manufacturing;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';2ae53d7c-3815-fef1-3da2-438dfbbcfc11;',';Manufacturing;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';82b6361d-819d-b3df-d2f3-438dfb0fa311;',';Supply;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c4d987ed-850f-a5ef-ee3a-438dfb9f0548;',';Distribution;',';Machinery;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1aae0f4c-9c38-0feb-9cb6-438dfb5fcc71;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';31d3ed19-3822-88c6-3ac7-438dfbffa1a3;',';Manufacturing;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ae14f6ad-94c0-eab8-56ce-438dfb978df8;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';de18c543-c83a-7128-8ede-438dfb90ca7d;',';Distribution;',';Engineering;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';2c6dc705-ce38-9d87-f23e-438dfbcebbbd;',';Distribution;',';Telecommunications;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';848b2f3c-fbf2-8431-09c3-438dfb544d45;',';Distribution;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c760e512-ab2c-a35d-da62-438dfbac82ea;',';Manufacturing;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4e4bde3d-2e6a-1c54-2813-438dfb4f48f4;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a6a62cfb-3bac-4a41-fae6-438dfb577838;',';Supply;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e9da28ed-3d11-c2aa-fa97-438dfbeea08e;',';Distribution;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4cc8b395-11af-cd01-257d-438dfbf89cc3;',';Manufacturing;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';92a2d19a-54ee-f1fa-987c-438dfb0290ca;',';Supply;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d6108839-dd16-d342-237b-438dfbe20b60;',';Manufacturing;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4bdffe67-f195-8ae3-ec7b-438dfb881f4c;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a54321d1-cbd4-e430-5d40-438dfb8d8fbe;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e93ec2cb-fca3-0b23-7ca7-438dfb73696d;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';2584d7e2-acb7-6248-5eae-438dfb125d89;',';Supply;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';55d98ba6-62a7-fd7f-d743-438dfb8a5931;',';Distribution;',';Engineering;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';b019d8c4-37b1-28cc-e7ab-438dfb2fef9e;',';Distribution;',';Communications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ec000cbb-56ab-f5c9-f878-438dfb94f5b0;',';Supply;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';43f6b34a-7012-acf9-e2e2-438dfb8bbb40;',';Supply;',';Communications;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';8a83320a-d876-f677-8963-438dfb6c10c8;',';Supply;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';284809c7-3b5b-e686-f4e7-438dfbfa5eed;',';Supply;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';5de035e3-561e-2abc-3a8a-438dfb857c6a;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';cb2da29e-414f-84e2-3742-438dfb1177a4;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';73890092-16e9-601a-454c-438dfbd6bb8d;',';Supply;',';Engineering;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';77c31c1a-fc84-7181-bb1a-438dfb1947e8;',';Supply;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';a8030d8c-eb1a-0cd0-6a78-438dfb9da2b9;',';Manufacturing;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d5990adb-7e13-c998-591a-438dfb469076;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';3d8a4e68-3a64-5257-f4e8-438dfb6e96f3;',';Consulting;',';Telecommunications;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7020cebe-a450-fe7d-c86f-438dfb1e6ee0;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';b6e5a19f-c8e7-6e3b-ae0e-438dfb226928;',';Distribution;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';6278c3f9-a220-9270-5af6-438dfb72491b;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';d9482781-428b-2a2d-fcf8-438dfb95822e;',';Supply;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';58317a7d-2ddc-3c98-219b-438dfb5f9207;',';Supply;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';8c34dea4-f951-5167-dbd9-438dfbe8ee7a;',';Supply;',';Machinery;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';9a350d13-6edf-b916-ec0b-438dfb2a07af;',';Distribution;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';86de1521-2c63-1031-db6e-438dfb2ead4e;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';dbdbd11a-09c0-9969-15bd-438dfbe7c1c9;',';Supply;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';59934fb2-8e1b-67b2-22ba-438dfb7f0116;',';Consulting;',';Construction;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';b81a5d60-1cc1-f5d2-cc0d-438dfb7e8cf4;',';Supply;',';Engineering;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e8246f0b-bbcf-612a-b608-438dfb437293;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';39eccd8b-876e-5ed7-ac0e-438dfbc35d74;',';Manufacturing;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';6ce495ca-809d-4c8c-9bec-438dfb099655;',';Distribution;',';Construction;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';b329a1fc-7bcf-8d63-4257-438dfbf15f68;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e339f5c5-b133-c664-9d25-438dfb5a24c6;',';Supply;',';Engineering;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1fed618e-f94a-e3c4-374d-438dfb59d0df;',';Distribution;',';Communications;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7f50d6b5-430d-df28-c8a6-438dfb84bffa;',';Consulting;',';Transportation;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c5bdbb77-f107-f5c8-e8b9-438dfb7acc06;',';Supply;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';19000da7-6ebc-31b9-14ae-438dfb8689ca;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';31f324b0-84e2-e496-0b6d-438dfb467fdd;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';6509922d-d234-5fb0-6ac8-438dfb659f47;',';Manufacturing;',';Construction;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';95054470-16de-54b4-32e6-438dfbac2b9e;',';Supply;',';Machinery;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';dc18087d-3c5a-3a97-250b-438dfbe74cbd;',';Supply;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';17f0e87c-b18d-de19-c127-438dfb484b0e;',';Manufacturing;',';Construction;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4866d31a-888a-51cf-a799-438dfb30643e;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7b321c4c-7815-b632-cf04-438dfb64fe0b;',';Supply;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ac3d7e95-9f69-ad88-3bc8-438dfbb70424;',';Manufacturing;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';ddf0b38e-97d5-ad1c-f916-438dfbd7d9e8;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1aab927c-fd16-de4f-4b33-438dfb6f7451;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4c0b8c40-4533-109f-aeda-438dfb6379ec;',';Manufacturing;',';Machinery;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';7e9f6827-6e0c-f188-75c5-438dfb8b79a9;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';af8dce10-c2b1-ef6e-6bf1-438dfb1fe0ae;',';Consulting;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e1416852-2539-0461-eb2f-438dfb5f540b;',';Consulting;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1d41932b-182f-9f4d-af30-438dfb9faa94;',';Supply;',';Telecommunications;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4e9f154d-16b4-238c-5348-438dfb689c29;',';Manufacturing;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';8266a8e4-ad91-3ae3-cbae-438dfbb6b5c1;',';Manufacturing;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';b65cd00d-729a-34b7-35ed-438dfb9a9bc9;',';Manufacturing;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';e7af64ad-bd00-43de-eae6-438dfba53d59;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';25741180-9b0a-6d59-d2a5-438dfb18643c;',';Distribution;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';56062170-fdae-2ecd-1d09-438dfb6bc554;',';Supply;',';Electronics;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';8a826d91-bce7-285c-8ab8-438dfb3f96e0;',';Distribution;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';bc63a675-5703-c072-d39c-438dfb5cbdbb;',';Supply;',';Construction;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';eec2024f-aca5-cc51-a9f0-438dfb18062e;',';Consulting;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';2eba6615-e135-9bb5-71b8-438dfb829629;',';Supply;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';616b518a-544d-0883-cdd8-438dfbe9c092;',';Consulting;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';95ab83f6-5009-5c0f-41d7-438dfb8a0468;',';Distribution;',';Communications;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';c7fcc12b-5997-5960-ccc8-438dfbacf96f;',';Consulting;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';3c910d7e-5182-9ac0-8ee3-438dfb494aa7;',';Consulting;',';Telecommunications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';3b0dc215-af7c-b404-0e73-438dfba6265a;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';6dd767e8-13fc-8646-d64e-438dfba52ba4;',';Consulting;',';Transportation;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';aaade8ed-539e-25a3-a313-438dfbe29b87;',';Consulting;',';Communications;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';dd4dfabf-5d83-b24d-63ea-438dfb8bcb28;',';Manufacturing;',';Electronics;',';Canada;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';1c212a84-fd58-399f-3cbb-438dfb20ae5f;',';Manufacturing;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';4c8fc584-f156-c149-1e8e-438dfbbb63e7;',';Supply;',';Electronics;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';8a931919-f2df-13cb-44c5-438dfbd0a58a;',';Distribution;',';Machinery;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';bdc79323-8fd7-f491-7b9b-438dfb8c1b5f;',';Distribution;',';Engineering;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';edf9127b-11b7-2911-1c06-438dfb43ff50;',';Manufacturing;',';Construction;',';USA;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';323ee655-3eae-bfe1-9233-438dfbe035b6;',';Consulting;',';Communications;',';Mexico;"');"
INSERT INTO accounts (id,  TipoEmpresa, Empresa, pais) VALUES(';6932c080-9997-6e24-8e32-438dfbf0bc6c;',';Distribution;',';Engineering;',';USA;"');"
